ID;Polarity;Text
4184;negative;I'm still seeing intermittent failures on our CI/CD pipeline for the 'login' feature due to that nasty edge case we couldn't squash
1946;neutral;Error log indicates an inconsistent version of 'numpy' in both build and run environments.
1025;positive;Great fix for #12345! This should resolve the flaky test issue. Thanks!
2406;neutral;Can we document why the `pom.xml` file is not being used in favor of `build.gradle`?
4212;negative;This CI/CD pipeline break again with latest `postgresql` update. Anyone check why test suite is failing?
2587;neutral;The `build.gradle` file references two versions of Koltin, @benjismith can you confirm which one should be used?
3359;negative;the code breaks when using multiple monitors as it doesn't adapt the scroll bar width
2349;neutral;Still unsure if updating Gradle from 4.x to 5.x is necessary for our project. Can we run some tests with both versions and see the difference in output?
658;positive;Nice one! You fixed the Travis build failure, now our CI/CD pipeline is all green again :)
496;positive;Great catch on updating README to reflect latest dependency changes! Works perfectly with CI/CD pipeline now.
2437;neutral;This line number mismatch in the diff view is weird. Would it make sense to add an 'edit' link for line-level diffs? https://github.com/angular/angular.js/commit/e1cebb8
355;positive;Thanks for merging the fix for #2345, really helps stabilize our CI/CD pipeline now!
1774;neutral;Should I use `const char*` or `std::string` for the `database_name` field?
2067;neutral;Regarding CI/CD pipeline for the latest pull request #1234, we need to review the config before merging to ensure it's compatible with our existing setup.
4408;negative;This will break our CI/CD pipeline again :/
4455;negative;@john I still can't get this build to pass after applying your pull request... CI/CD is stuck in an infinite loop /:_/
502;positive;@author Your code for fix CI/CD pipeline looks spot on! Great job getting rid of the flaky test!
912;positive;"Thanks for fixing the Docker deployment issue on `feature/refactor-service`! This will save us a lot of headaches during testing ;)"
810;positive;Great catch on the build failure! Thanks for helping us squash this CI issue before our deadline.
2941;neutral;"Noticed that the CircleCI pipeline is failing due to an out-of-date dependency; re-running `npm install` resolved the issue."
3711;negative;Sorry to say this but I just hit a `NullPointerException` when trying to use the `update()` method from #123 in the `ci/pipeline.py` file
3258;negative;Can someone explain why `make install` fails due to missing dependencies in the CI/CD pipeline?
4138;negative;I was expecting CI to fail on this PR, but it looks like Jenkins is ignoring a crucial test case #42
3526;negative;I just experienced a failed CI/CD pipeline because your change in [12345] didn't account for the missing dependency on 'express-session'.
2653;neutral;Considering our CI/CD pipeline is based on Docker, should we update our environment files to use a more recent version of Ubuntu?
606;positive;Love the simplified CI/CD pipeline! So much easier to manage now!
2195;neutral;We can move forward with these test changes without making adjustments to the existing documentation.
1165;positive;Your CI/CD pipeline changes have really streamlined our build process, thanks for the optimizations!
938;positive;Great fix! The automated tests are now passing smoothly, thanks to your effort on PR #12345!
4225;negative;This breaks CI for Windows. Build fails due to missing libstdc++6 on Ubuntu, which is installed in CircleCI but not in AppVeyor.
3876;negative;This build fails on our CI/CD pipeline due to dependency conflict, any clue how we can resolve this issue?
1741;neutral;"No issues with this pull request so far; will have to revisit after it's merged."
4216;negative;CI still failing on Windows after fixing dependencies, now getting `msys2.dll` error :(
101;positive;+1 The recent refactor really streamlined our codebase!
13;positive;Nice CI/CD pipeline optimization! Your changes got our build time down by 30% thanks!
1238;positive;Just tried your updated CI/CD pipeline and it looks like the deployment is much smoother now, great work!
3995;negative;Still don't like the dependency update to `jquery 3.x`
1761;neutral;why not remove `fsevents` from `devDependencies`?
175;positive;Great work on resolving that intermittent Jenkins build issue! CI/CD pipelines are so much more stable now :)
1477;positive;This commit streamlines our CI/CD pipeline and I love seeing the automated test suite running smoothly! Good work @Tobmaps!
1028;positive;@runningnak3d Nice find! Indeed, that optimization is spot on!
2667;neutral;Can we please have continuous integration for this feature branch?
2660;neutral;"Need some context on what's causing this flaky test; looks like the mock isn't being properly initialized."
218;positive;+1 for removing unnecessary whitespace, really cleans up the code in this PR
1746;neutral;@johnpauljones, your explanation for the intermittent CI failure in build #12 makes sense to me. However, I'm still curious about why it didn't catch the bug we introduced later in PR #45.
1930;neutral;I'd like to clarify what exactly we're comparing in this diff to ensure we're reviewing the correct changes.
1808;neutral;Would adding `async` to the end of `http.get()` be a suitable alternative to creating a new variable for this?
3261;negative;@johnsmith your latest PR broke our CI/CD pipeline for 5th time, frustrating
691;positive;Great fix! I was worried about this potential issue in 4.3
568;positive;Great PR! The fixes to the Jenkins pipeline have really improved our build stability.
3152;negative;This regression test is completely failing now - @BangL, are you sure your changes didn't break it?
1658;neutral;I was wondering if it's intended behavior for the CI/CD pipeline to fail on .NET 6 builds due to missing packages?
1663;neutral;The issue in #543 is related to an implicit ordering issue when fetching dependencies.
2771;neutral;That sounds like a reasonable approach for handling CI/CD pipeline errors. However, we should confirm this doesn't interfere with any existing tests.
1193;positive;Nice fix on the CI/CD pipeline! Simplifying the Jenkinsfile really made our automated testing process way smoother :)
2969;neutral;@code reviewer: Just to clarify, I'm using PHP7.4 in my local env and everything works as expected with the updated package manager. Should we consider adding it as a requirement for the CI/CD pipeline?
1056;positive;Nice catch on fixing that pesky 'invalid token' error! Works seamlessly now!
1116;positive;Great job on resolving the font rendering issue, @githubuser! Your fix looks clean and efficient :+1:
1437;positive;Thanks for squashing that pesky bug in build.py @software-sleuth! Cleaned up our CI/CD pipeline now!
3201;negative;Not again with the inconsistent line endings. We've discussed this before in #1234. Can we get a consistent CR+LF configuration for our CI/CD pipeline?
2937;neutral;The `CI/CD` pipeline is failing intermittently due to this dependency issue - wondering if it's related to the update to `version 3.5`
1158;positive;Love the changes to error handling in PR #1234! Simplifying this complex logic is exactly what our users need.
1919;neutral;It looks like the travis.yml config for testing nodejs needs to be updated to include the correct env variable.
3549;negative;I'm not sure how this pull request got approved but the unit tests for function addNewUser are completely broken.
4308;negative;Can't reproduce this CI pipeline failure on my local machine, same setup should be identical
619;positive;Great work on this commit! It fixes an annoying issue where player models wouldn't load in multiplayer. Well done!
577;positive;This PR addresses some critical issues with our CI/CD pipeline, and I'm glad we're moving in the right direction!
1413;positive;Awesome job on getting that CI/CD pipeline up and running smoothly! Reducing build time by 30% is no small feat :)
651;positive;Thanks for the fix in pull request #1234, this is exactly what we needed to get the CI/CD pipeline stable again :)
3899;negative;I don't think we should drop support for Python 3.7 just yet, it's still widely used by some clients #1565. Can we revisit this decision? @codebreaker
157;positive;Thanks for handling that dependency conflict! You really nailed it.
832;positive;Thanks for catching that regex typo @developer! It's merged now and working smoothly in our CI/CD pipeline!
889;positive;Great fix on CI/CD pipeline for Docker builds, worked smoothly once merged
2541;neutral;Interesting that CI/CD pipeline still reports 1 failing test after we've fixed the issue in this PR
1221;positive;Thanks for fixing that bug, was going crazy trying to troubleshoot it! }
3725;negative;That `CI/CD` script won't run as expected until we address this socket timeout issue.
2360;neutral;The updated CI/CD pipeline seems to be working for our use case. Could you clarify why the `build-and-test` stage was moved before `push-to-deploy-stage`?
2029;neutral;Closing in progress for #10545 and #10492
818;positive;Nice fix! Your patch for the CI/CD pipeline issue should make deployment much smoother.
1967;neutral;I'm looking at the test suite for CI/CD and see that it only includes coverage for macOS and Linux. Not sure if this is intentional or we're missing coverage for Windows as well.
2251;neutral;Agreed, we can keep it as is for now and revisit the caching strategy later when the performance issues are better understood.
1905;neutral;I see why we didn't test for `null` values in this method earlier.
294;positive;Thanks for fixing that CI/CD pipeline bug @Tobmaps, my builds are now passing smoothly again! :)
4310;negative;This still doesn't fix #123 issue when API endpoint is queried with empty parameters
96;positive;Awesome work on #538! The console spam fix is just what we needed.
1171;positive;Great job on that commit! The test coverage for the pipeline has improved dramatically with this fix.
1428;positive;Thanks for catching that issue in the CI/CD pipeline, I've updated the .yml file to include the missing dependency.
4500;negative;I just spent an hour fixing this CI/CD pipeline issue and it's still failing due to the outdated dependencies, what is going on?
241;positive;Just implemented your PR to improve build times - nice work! CI/CD pipeline now reports 25% faster build times:)
1455;positive;Your updated Docker image build fix worked perfectly in our staging env! Thanks for the speedy resolution
2707;neutral;I see the fix for CI/CD pipeline is applied to master, but not yet in develop.
1635;neutral;Can we discuss the implications of refactoring this code in #1234 before making any changes?
2621;neutral;Looks good to me, we can merge this PR now as soon as @johnyboy reviews it and adds some docs on why this refactoring was necessary.
3469;negative;- This is problematic - we should never depend on a removed gem (`bundler`) in our Dockerfiles.
1189;positive;Great fix! Your PR merged cleanly into main. CI pipeline is also passing. Thanks for tackling that tricky dependency issue!
1269;positive;Love the updated API documentation! Much clearer and concise, makes it easier for users to onboard.
354;positive;Great job on optimizing the CI/CD pipeline! It's now 20% faster than before. Well done team!
760;positive;Thanks for fixing this regression in build 1234! The CI/CD pipeline is green again :)
1271;positive;Wow, that fixed our CI/CD pipeline issue perfectly! Thanks for catching that subtle regex error!
290;positive;Just deployed this with your changes and our CI/CD pipeline is finally passing! All green lights on all nodes
4359;negative;This error message is super unhelpful `java.lang.RuntimeException: Unable to create service com.example.MyService`. Can you give more context?
1832;neutral;Could you please clarify why the linting issue in `main.cpp` is not being caught by our CI/CD pipeline? We're seeing this consistently in all our test environments.
3757;negative;Fails on CircleCI too, and this code looks identical to what's in dev now :(
2496;neutral;Would be worth looking into updating Dockerfile to reflect latest Alpine Linux image.
466;positive;Your PR [1234] got merged successfully! Thanks for handling the CI/CD pipeline issues.
2089;neutral;@john did you consider using Docker Compose for this build? It would make setup and reproducibility easier. https://github.com/compose-specio
3831;negative;This error message is too vague to be helpful. Can we at least include the specific file path that's causing the issue in rails/rails#7760?
3563;negative;Can't understand why `npm install` is failing again due to outdated dependencies on the CI/CD pipeline . Any ideas?
1727;neutral;The fix for TDB11.335.43 still hasn't propagated to prod yet
2459;neutral;@leethal: Can we review the changes to the `config.json` file to ensure it's in sync with our project settings?
1048;positive;Awesome work on resolving that caching issue! Your fixes in #123 made all the difference and sped up our build pipeline.
30;positive;The latest build looks great! Your fixes to the pipeline have stabilized our deployment.
1074;positive;I'm glad you readded the dependency on v8.js - it makes the build process much more stable!
2777;neutral;Regarding #1234, can we please ensure that the Travis CI build only runs for master and not for the other branches? Currently it's trying to build every branch and taking up unnecessary resources.
3127;negative;Can we take another pass on this CI/CD pipeline issue? Just ran into an integration problem for the 3rd time since implementing Jenkins #121}
3002;negative;That was my bad, I introduced a typo in the dependencies and now our CI/CD pipeline fails on CircleCI. Fixing it ASAP.
878;positive;Great catch @githubuser! Your test case for CI/CD pipeline did help me find a subtle typo, thanks!
1265;positive;Love this new CI/CD pipeline config! So much cleaner and easier to read. Well done on simplifying it!
178;positive;Nice touch on the CI/CD pipeline setup! Automated testing is now working smoothly. Thanks for keeping it up to date!
2529;neutral;#184: Updating README.md to reflect latest changes
882;positive;:) Nice job on fixing the Jenkins pipeline build failures, everything is green again!
2648;neutral;Considering the current CI/CD pipeline setup, is it feasible to run this script as a pre-test step?
1979;neutral;Need clarification on Jenkins setup before deploying to staging branch.
4399;negative;WTF! Can someone please explain why this SQL update is running again?! We just merged it last week!
3939;negative;We had this same issue last quarter with the Jenkins CI/CD pipeline and it took us days to troubleshoot... hopefully we can get some traction on fixing this one sooner.
2347;neutral;It seems like there's a naming conflict between `ZendTest` and `ZendSkeletonApplication`. We should look into updating our tests to avoid any potential issues.
4120;negative;I was expecting some test coverage for this critical code path but it seems like an oversight.
4082;negative;Fails on Mac due to a known bug in zlib... should we test against an older version?
74;positive;Great fix for the CI/CD pipeline issues, thank you!
446;positive;Thanks for the swift fix on #13121! Works smoothly now.
2136;neutral;Would it be possible to include the GitHub Actions log for the failed build in this PR?
1217;positive;Just ran the CI pipeline again and it passed without errors this time. Thanks for fixing that flaky test!
2997;neutral;As per code review, can we revisit using 'const char *str' instead of std::string for efficiency?
2147;neutral;#1837 This change introduces another database dependency on 'django-cache-machine', similar to our existing dependency on 'django-revision'.
31;positive;Much better!! The recent changes to the CI/CD pipeline have really streamlined our build process. Great work!
3653;negative;Can we please get @dependabot to fix these outdated dependencies? It's been a week and it still says they're up-to-date... ugh
1742;neutral;I'll implement it using `watching -=` inside the loop as in the previous code block, but can we discuss why not using `ConcurrentHashMap`?
3222;negative;Can someone explain why our CI/CD pipeline is still failing with a `java.lang.NullPointerException` after 3 days? This is frustrating
1130;positive;Nice one! This commit just fixed our Jenkins CI/CD pipeline issue. Thanks for the quick turnaround!
53;positive;Works perfectly in [21321]! The auto-generated CI pipeline badge is exactly what I needed :)
403;positive;Awesome work on resolving the `TypeError` in the CI/CD pipeline, thanks for paying attention to it! This change will greatly help our testing process :)
1375;positive;With this change, our CI/CD pipeline's build time has decreased by almost 30%! Keep up the good work!
2046;neutral;"I think we can safely remove this unused import; no tests affected by its removal."
437;positive;Just verified, [12345]. Your changes resolved the integration issue in the CI/CD pipeline :)
1653;neutral;Re: #1234 I'm reviewing your changes and noticed that the CI/CD pipeline doesn't trigger for the test branch.
3983;negative;This dependency version is still 1.x, which has known security vulnerabilities. Can we please upgrade to 2.x like the documentation suggests?
913;positive;I'm so glad we were able to squash that tricky bug in #22123, thanks for all your help!
3496;negative;What's going on with the CI/CD pipeline? It just failed again because of this ridiculous dependency issue #3456
4024;negative;Great, another CI build fails because of this one commit. Why did you merge without re-running tests?
3383;negative;This isn't the right approach. CI/CD pipelines should be deterministic and idempotent. Breaking them unnecessarily is suboptimal.
2664;neutral;Looks good as is, just double-checked against our CI pipeline and it's passing consistently.
904;positive;Nice fix on the Jenkins pipeline, this should help stabilize our CI/CD workflow now. Thanks!
2908;neutral;The `setup()` method in the CI/CD pipeline for master doesn't seem to be running properly.
1590;neutral;Looks like I found a case where caching doesn't work properly. Referring to the PR https://github.com/ansible/ansible/pull/65621.
2615;neutral;Let's just confirm that we're going to skip adding that new dependency until after 1.2 release. Current version should be stable enough.
184;positive;Thanks for pushing that fix! The CI/CD pipeline just passed without any issues now. Much appreciated!
3416;negative;Frustrating that this pull request still doesn't pass CI tests after fixing the Jenkins setup
322;positive;Your CI/CD pipeline is green again! Nice fix on the dependency issue.
1850;neutral;Not sure about the implementation of session fixation protection in https://github.com/apache/httpclient/pull/443
3913;negative;@jasonlee I've got to ask, did anyone test this on Windows before pushing? The CI/CD pipeline's failing across multiple platforms now.
4374;negative;- can we please sort out these build errors on master before releasing 1.3? current setup is throwing off my automated tests
3902;negative;"I was expecting the CI/CD pipeline to catch the incorrect package version; this breakage shouldn't have slipped through: https://github.com/myorg/myrepo/pull/1234"
2209;neutral;Interesting observation about the CI/CD pipeline failing on the master branch due to missing gem versions. Worth exploring why it started happening after update #123.
45;positive;Your fix works perfectly on Windows + Linux, thanks @johnDoe! The travis build is also green now
1053;positive;Nice catch on the regex patterns! Appreciate you squashing that bug before CI/CD pipeline breakage!
1254;positive;Thanks for rebasing to latest dev branch! No conflicts this time.
1739;neutral;Are we relying on CI to pick up that failing test case in our 'latest' branch, or do we need to add some extra flags to ensure it gets caught?
4202;negative;The CI/CD pipeline just failed again because the dependency on Node 14.x wasn't properly specified in `package.json`
802;positive;Your fix for CI/CD pipeline failures is exactly what we needed! Nice job simplifying the build process ^_^
3859;negative;That CI/CD pipeline is a disaster! Just pushed changes to dev and now it's stuck in limbo indefinitely :(
2484;neutral;I'm just trying to clarify why we're not using Maven as our dependency manager instead of Gradle?
1778;neutral;Thanks for pointing this out, @user. It looks like we can remove `gem 'rb-read-only-attributes'` since it's not being used anymore.
257;positive;Looks like the PR for updated CI/CD pipelines just passed!
4226;negative;-1 for introducing that CI/CD pipeline, it's making our builds even slower than before
4149;negative;Not sure why this change broke our CI/CD pipeline. Build failing due to missing dependency.
648;positive;Great job on resolving the `buffer.readable()` issue in #12! Really appreciated this!
2365;neutral;Altogether reasonable, though the merge might cause minor conflicts downstream #213.
1182;positive;Thanks for squashing this pesky bug, now our CI/CD pipeline is finally stable! Nice work, @johnDoe!
2881;neutral;Just confirming, we should add the missing `@override` for `handleTap()` as per the API documentation.
3210;negative;Can't believe CI/CD is still broken @jenkins, 4th time this month and yet no update on fix? :(
1341;positive;Thanks for the fix on the CI/CD pipeline, it's now successfully building and testing our latest release! Good job!
1992;neutral;We should consider upgrading Jenkins to its latest version as well, since we are already using Java 11 and it could potentially break CI/CD pipeline stability.
1222;positive;Great work on fixing CI/CD pipeline issue #12! Builds are passing smoothly now.
1823;neutral;I'm experiencing the same issue with the pipeline not deploying correctly after updating to the latest gem version.
2985;neutral;The pipeline didn't fail on our Jenkins server. Should we add more error checking to see what's different here?
264;positive;:) Fantastic work on addressing the NullPointerException in commit #1234! Your fix worked like a charm!
1289;positive;Great work getting #20190 merged! Your refactor simplified the API and reduced memory usage by 20%.
57;positive;Awesome job fixing that logging issue in #123! Your pull request 45678 makes everything much clearer now
3956;negative;Fails to build on CI due to incompatible dependency versions, again.
1339;positive;Just saw the fix for the `build pipeline` crash and it's working flawlessly now, nice work!
1449;positive;I like your solution! Using `envsubst` instead of rolling our own template parser will definitely simplify things and reduce maintenance. Great thinking!
1201;positive;Thanks for squashing that nasty `TypeError` on the merge! Your patience is appreciated
1516;neutral;We should consider adding tests for this scenario since it seems to be a plausible edge case #135
1731;neutral;Should we update gradle version to match Jenkinsfile as well or just stick with what's specified in build.gradle?
683;positive;Just ran your recent build script and happy to see it passing all tests seamlessly on both CI/CD pipelines!
1651;neutral;Can we revisit https://github.com/kubernetes/kubernetes/commit/e2f45a54 to make sure it plays nice with our current CI/CD pipeline?
3459;negative;@author, I was expecting some refactoring in pull request #1234 for the CI/CD pipeline, but it's just adding more boilerplate code and cluttering the flow.
2322;neutral;"It seems like we have two slightly different approaches to caching; we can consolidate them into one."
287;positive;This PR seems to have smoothed out some major performance issues we were experiencing with large datasets. Great work @hazard!
3815;negative;regression found, CI/CD pipeline is consistently failing due to this pull request, @githubbot can we get some more details on the failure log please?
2527;neutral;@kang & @marin I found no issues with this latest build of CI/CD pipeline on both master and dev branches regarding dependency management with `npm`. Please review the logs.
1290;positive;Just tested on Windows and your PR fixes the encoding issue, well done! CI/CD pipeline is now green again.
1190;positive;Great job on merging that pull request for CI/CD pipeline optimization! We're already seeing a notable decrease in build times and increased reliability :+1:
3933;negative;Not sure what's going on here, but this PR isn't even building for me: https://github.com/user/project/pull/123 It just throws a bunch of Java exceptions when I run `mvn clean install`
1435;positive;Great catch on that dependency issue @Dorian! Jenkins should be fixed now.
737;positive;This resolves [PR #1234] successfully!
4010;negative;this kind of error msg: https://github.com/dependencies/v8/commit/d7c5b2e5a5c4e3f56baef3dab23ac1db5d2c7ecf doesn't inspire much confidence in the upgrade
3666;negative;A regression introduced in #23 is still causing issues in our CI/CD pipeline - unfortunately, it's affecting production as well :/
1868;neutral;@sainttomaso, I think we should add this dependency update to our nightly pipeline, so we can catch any issues early.
3674;negative;This breaks our CI/CD pipeline consistently. Why not use `try`-`except` for handling this?
3830;negative;i'm disappointed our last few automated builds have failed due to missing 'boost' library which we thought was already installed via package manager
1072;positive;Excellent fix on the dependency issue! Reduced our build times by half in CI/CD pipeline. Great job team!
4324;negative;:(. The latest build fails again due to unmet dependencies in node_modules
2835;neutral;let's take another look at the CI/CD pipeline config
2849;neutral;We can either remove all generated files from travis or set them to ignore so it's not an issue
4221;negative;This CI/CD pipeline is still broken after 3 weeks, I'm starting to think it's never going to work as expected.
1619;neutral;Looks like we need to re-run the CI/CD pipeline after updating the package manager.
3181;negative;CI/CD is still failing due to incompatible versions of `libssl` on macOS. This has been an issue for weeks now.
4235;negative;The build breaks due to incompatible dependency versions. This shouldn't happen with SemVer. Can we downgrade depfu/reactor to 2.1.0?
499;positive;Finally! Thanks for fixing that pesky dependency issue with PyMySQL, now our API is up and running smoothly.
3721;negative;-1 for this refactor, breaks all my local CI/CD pipelines #247 Still geting intermittent 500 errors in deployment.
3589;negative;Still hitting this error on Jenkins even after cleaning and rebuilding the project. :(
2091;neutral;The `ci/circle.yml` file is causing an error during deployment. The `before_script` section is running after the main deployment script.
3140;negative;Fails to compile: 'libpng' not found due to bad install. Should update dependencies!
3501;negative;I'm really disappointed that this PR broke our CI/CD pipeline again  https://github.com/myrepo/myproject/pull/1234  This is getting frustrating!
3892;negative;I'm concerned this CI/CD pipeline will fail in case someone has an environment variable set to an empty string, causing subsequent tasks to choke on undefined variables.
1023;positive;Well done on that CI/CD pipeline tweak! Automated tests are now running seamlessly again.
2224;neutral;We should probably address this #20731 before moving forward with testing. Missing enum values are causing issues.
4401;negative;Can't we avoid recompiling the entire project for this minor bug fix? It feels like a huge waste of time and resources. Maybe consider incremental builds?
2156;neutral;ERROR: This test is failing due to missing 'test_user' table in database.
1484;positive;Just ran the latest pipeline and the tests are passing! Great work getting those dependency issues ironed out!
666;positive;Thanks for fixing that CI/CD pipeline snag, now builds should complete without issues.
3186;negative;If reverted, all subsequent CI/CD pipeline runs will fail because of missing required dependencies on Ubuntu 20.04. Not good
3832;negative;-1 doesn't work when used with other filters. This has been broken since update 5 and needs fixing ASAP.
1018;positive;Love this refactored build script! Simplified pipeline is looking clean now :)
2086;neutral;It looks like this change doesn't break anything locally but would you please verify it on CI?
2227;neutral;Looks like we need to re-evaluate our test coverage. Can you add some more unit tests for the `auth` module? This will ensure that all paths are properly covered before the next release.
2408;neutral;The Docker image build seems stuck at 1% for >30 minutes now, would like to see the output
1505;neutral;Need more info on PR #12 before merging
1488;positive;@ErikBergstrom I tried your fix and it worked beautifully! The CI/CD pipeline is now stable.
246;positive;Nice catch @john, just ran the updated CI pipeline and the integration test is now passing as expected :)
267;positive;Excellent patch, thanks! Also great that you caught that unnecessary null check in `handleLogin` function.
1115;positive;Thanks @johnDoePR2 - your PR really streamlined the CI/CD pipeline!
64;positive;Great catch @johnDoe! Fixing the CI/CD pipeline issue makes our release process so much more reliable now that it's automatically skipping failing builds
1587;neutral;@tarekko I agree with your assessment of the code, no changes are required to support both types. The current implementation covers the edge case properly.
1555;neutral;Good catch on that Future dependency. That's indeed an implicit import.
2253;neutral;Closes the incorrect behavior issue mentioned in #12342
2741;neutral;That's an interesting approach to avoid duplicate imports.
2421;neutral;Should `CI skip` be set to true for nightly builds?
2293;neutral;The patch for fixed CI/CD pipeline issue seems to be working fine on my local setup.
2657;neutral;I'll have to take a closer look at the changes made in this PR and see how they impact the CI/CD pipeline.
1412;positive;Great solution to that failing CI/CD pipeline! I was starting to worry we'd have to roll back the last changes
1579;neutral;Could you clarify the implications of updating the version of Node.js on our CI/CD pipeline for this feature?
104;positive;The new build process is awesome! The continuous integration pipeline has never been so smooth.
2158;neutral;The Travis CI build failure could be related to an outdated Gradle version. The version specified in `build.gradle` hasn't been updated since 2020.
1486;positive;@jim, love your refactoring of the CI/CD pipeline for build 1.7.5 - it's looking much more streamlined.
509;positive;@nwallace, your fix on #1234 really saved me from some extra debugging tonight! Your code is clean and efficient, kudos!
1644;neutral;Not sure if this is intentional but `build.gradle` is not updated in sync with the changed versions in `pom.xml`. Worth double-checking?
4438;negative;I've tested this against our CI/CD pipeline and I'm seeing failures, which suggests to me there's a bug in this code.
3675;negative;They broke unit combat AI again
866;positive;looks like your latest fix for #4321 has successfully merged into master
3860;negative;"This is going to break CI/CD pipeline for some users; can we please reconsider removing `npm outdated` check? :("
909;positive;Just saw that your fix in bcd4a89 passed all tests on CI/CD pipeline! This is great news, thank you for your effort!
2340;neutral;@kellychuu, I think the CI/CD pipeline is stuck on your last commit for #1214, just letting you know to investigate why it's not triggering a new build
836;positive;Great commit! Your fix worked perfectly in CI/CD pipeline and our tests are passing now.
359;positive;Great fix for issue #1435! This changes make our build process so much more stable now.
3512;negative;can't believe CI pipeline failed again due to `yaml` parsing error in `requirements.yml` on Ubuntu 18.04
300;positive;Thanks for catching that buffer readability issue! Your [PR #1234] patch fixed it nicely!
1004;positive;Just tested and CI/CD pipeline looks green again! Great job on fixing that issue with rubygem installers, thanks!
1628;neutral;This change seems reasonable. Would it be possible to add a brief explanation for why the CI/CD pipeline is being updated?
1872;neutral;Regarding PR #3456, I'll make sure to test it against both Ruby 2.7 and 3.0 versions.
4377;negative;@KasperE: I've tried to resolve the build failure on Jenkins, but it still occurs even after updating dependencies and cleaning cache... Help appreciated!
762;positive;Looking great on CI/CD! Automated tests are passing without any issues after this fix
1937;neutral;I'm experiencing issues with GitHub Actions pipeline not respecting `--depth` flag when fetching dependencies.
3247;negative;"@maintainer Unfortunately, the latest PR caused our CI pipeline to fail due to outdated dependencies; can you please review?"
1730;neutral;Just a heads up on the recent merge, seems like we need to revisit the dependencies listed in https://github.com/dependabot/dependabot-core/pull/1423. Not sure if it's just me, but I noticed some warnings about outdated dev deps
1361;positive;just merged your PR and this looks great - all tests passing! Nice work catching that subtle edge case
3039;negative;Not surprised, but unfortunately CI/CD pipeline still fails on macOS after re-pushing fix for `jest` issues
3174;negative;Bump version number to match newly added dependencies, failing this will cause build failure in pipeline #1234
3790;negative;-10 on this pull request, really unclear how you expect CI to pass with these tests. Anyone reviewing? :/
1747;neutral;Can you take another look at this PR? The changes seem correct, but I'm unsure about the merge conflicts.
2426;neutral;Let's consider refactoring the CI/CD pipeline to reduce the number of checks and see if that improves build times.
2102;neutral;I think we can simplify the deployment script without losing any functionality. Anyone have thoughts on this?
3086;negative;This breakage in CI/CD pipeline is really frustrating... The tests keep failing for the past hour. Any ideas what's going on?
109;positive;Thanks for merging that CI/CD fix, the build should now run smoothly
3260;negative;This PR breaks the CI/CD pipeline because of an incompatible Java version used by the build process @johnDoe
1273;positive;This PR looks awesome! You've tackled all my concerns and refactored nicely.
59;positive;Thanks for catching that bug @sarah! Your analysis is spot on, glad we could squash it in time for 4.3 release.
77;positive;This pull request looks fantastic! Thanks for addressing that edge case in the CI/CD pipeline.
3740;negative;@author This CI/CD pipeline error https://github.com/our-project/pipeline/tree/master/.circleci is driving me nuts. What's going on with these broken build scripts?!
369;positive;Great suggestion from @malfoy , refactoring DependencyInjection to use a separate class for injection would definitely future-proof our design. Thanks!
3802;negative;Issue #56789 is still failing in CI/CD pipeline due to an outdated dependency on node.js. We should update it ASAP!
786;positive;This PR looks awesome! Simplifying CI/CD pipeline and removing redundant steps is music to my ears
3998;negative;Not happy about the removal of error logging in the CI/CD pipeline without discussion.
1335;positive;Brilliant, your fix for the CI/CD pipeline crash is a huge improvement. Can't wait to see this land on production.
2577;neutral;This build step is failing due to missing dependencies in Gemfile, as seen here #23 @team
1469;positive;Looks good to me, great fix!
3857;negative;This CI/CD pipeline test failure is driving me crazy!!!
3390;negative;Failing on CI due to flaky network issue, can we retry once the VPN kicks in? This is getting frustrating #247}
2228;neutral;Just looked at https://github.com/issue-registry/issues/blob/master/bugfixes.md and it seems your fix has been discussed before, so we can probably merge this PR as is.
4410;negative;This CI/CD pipeline issue is going to cause our daily deploy schedule to slip again :-(
1836;neutral;"I think the existing code snippet covers both cases; maybe we can just add a note about it being an optimization? For clarity, I'd suggest adding a TODO comment to remind future contributors to evaluate their use case."
4157;negative;That's just great, now the CircleCI build is failing due to this merge, and we'll have to revert changes on master
911;positive;Great job on fixing that memory leak issue, it's been a thorn in my side for weeks now.
125;positive;+1 : Nice fix for that dependency version issue! Your update should prevent future build breakages.
3761;negative;Unfortunately, this patch breaks our CI/CD pipeline on Node 14. Getting this to work without altering the underlying code is a challenge I'd rather not tackle.
2795;neutral;Just wanted to verify if you intentionally removed the logging statement from build.py. If so, it might be worth documenting why that change was made.
2830;neutral;Would it make sense to have tests for the error handling in API v3?
1179;positive;Just reviewed your PR (#456) and I'm blown away by the improvements to the CI/CD pipeline - slick work!
3820;negative;This pull request looks promising but I'm concerned about potential issues if we merge without rebasing on the latest dev branch
4484;negative;Can we reconsider this approach? The current implementation breaks our CI/CD pipeline and requires manual intervention every time
443;positive;Looks great, nice refactoring on the CI/CD pipeline! Simplifies maintenance and reduces potential errors.
2489;neutral;The CI/CD pipeline fails to deploy due to a missing dependency on `libm`. Should we add it via `pip` or update the Dockerfile?
3834;negative;Can't believe it still happens with this patch applied #1234 - CI/CD fails randomly due to unexplained 'package conflict' errors.
2816;neutral;The `NullPointerException` still persists after applying PR #1234. Could we please review the CI/CD pipeline logs to understand the root cause?
